Name,Price,Categories,Neighborhood,City,Rating
Summer Shack,$$,"American, New England, Seafood",Fenway–Kenmore,Boston,8.624317617866005
Yellow House Hotel,$$,,,Douglassville,8.620223325062035
Zaragoza,$,Mexican,Ukrainian Village,New York,8.616129032258065
Meglio Pizzeria,$$,Pizza,,Newtown,8.616129032258065
Harpoon Hanna's,$$,,,Fenwick Island,8.607940446650124
Mel's,None,Pizza,Chelsea,New York,8.607940446650124
Charlie's,$$,,Historic/Old Town,Somers Point,8.599751861042183
Big Oyster Brewery,None,Brewery,,Lewes,8.595657568238213
Victory Brewing Company Kennett Square,$$,Brewery,,Kennett Square,8.595657568238213
Kennett Brewing Company,None,Brewery,,Kennett Square,8.595657568238213
Sycamore Grill,$$,,,Newtown,8.595657568238213
Vintner's Table,None,,,Phoenixville,8.579280397022332
Nudy's Cafe Swedesford,None,"American, Breakfast",Shand Tract,Berwyn,8.575186104218362
Dante's Italian Bistro & Pastry,None,Italian,,Phoenixville,8.575186104218362
Phở 75,$,"Pho, Vietnamese",Passyunk Square,Philadelphia,8.566997518610421
Hog Island Steaks,$,,,Phoenixville,8.566997518610421
Dean's Deli,$,Delicatessen,,Riegelsville,8.558808933002481
Red Mesa Mercado,$,,The Edge District,St. Petersburg,8.554714640198512
Jordan's Restaurant - Breakfast - Lobster Rolls - Burgers - Pancakes - Sandwiches,$,"Burgers, Sandwiches",Bar Harbor,Bar Harbor,8.554714640198512
Mil-Lee's Yardley Diner,$,,,Yardley,8.54652605459057
Ramen Ishida,$,"Japanese, Ramen",Lower East Side,New York,8.54652605459057
Tony Roni's Spring House,$,,,Spring House,8.53833746898263
Oishii Sushi & Ramen,None,"Japanese, Ramen, Sushi",Old City,Philadelphia,8.53424317617866
Vedge,$$$,American,Gayborhood,Philadelphia,8.53014888337469
86 West,$$,,,Doylestown,8.53014888337469
Rex at the Royal,$$,"American, Cajun, Southern",Graduate Hospital,Philadelphia,8.52196029776675
High Street Philly,$$,American,Center City,Philadelphia,8.52196029776675
1310 Kitchen & Bar,None,American,Georgetown,Washington D.C.,8.52196029776675
Serpico,$$,"American, Seafood",Bella Vista,Philadelphia,8.509677419354839
La Peg,$$,American,Old City,Philadelphia,8.505583126550869
The Seafood Shanty,$$,"American, Japanese, Seafood, Sushi",,Edgartown,8.501488833746897
OOKA Restaurant Bar . Sushi .Hibachi,$$,"Japanese, Sushi",,Montgomeryville,8.501488833746897
Tomo Sushi & Ramen,$$,"Japanese, Ramen, Sushi",Old City District,Philadelphia,8.493300248138958
Loco Pez,$,Mexican,Kensington,Philadelphia,8.493300248138958
Goldie,$,"Israeli, Vegan",Center City West,Philadelphia,8.493300248138958
Assateague Crab House,$$,,,Berlin,8.481017369727047
Blue Bottle Coffee,$$,Coffee Shop,Williamsburg,New York,8.476923076923077
Russo's Pizza,None,Pizza,,New Hope,6.5790575916230365
Buttonwood Grill,$$,,,New Hope,6.5790575916230365
Spuntino,$$,,,Dix Hills,6.57041884816754
Grotto Pizza,$$,Pizza,,Dewey Beach,6.566099476439791
sweetgreen,$$,Salad,Center City West,Philadelphia,6.566099476439791
The Beach House Restaurant LBI,$$,,North Beach Haven,Beach Haven,6.5574607329842935
Timothy's Lionville,$$,,,Exton,6.553141361256545
The Green Flash Restaurant,$$,,,Captiva,6.553141361256545
Takara Japanese Restaurant,$$,,,Wayland,6.553141361256545
Penn Steak & Fries,None,,,Pottstown,6.5401832460732985
Bowman's North,$$,,,Riegelsville,6.5401832460732985
BellaBrava,$$,Italian,Waterfront Arts District,St. Petersburg,8.472828784119107
Ciao Roma,$$,Italian,North End,Boston,8.472828784119107
Downtown Bistro 108,None,,,Watertown,6.531544502617801
Bob Lobster,$$,,,Newbury,6.527225130890052
Blue Bottle Coffee,$$,Coffee Shop,Georgetown,Washington D.C.,6.522905759162303
Margaritas Mexican Restaurant,$$,Mexican,,Langhorne,6.5185863874345555
Yardley General,None,,,Yardley,8.464640198511166
Ice House,$$,,,Pottstown,6.514267015706807
La La Lobster,None,,,Yardley,6.509947643979058
Capt'n Chucky's Crab Cake Co,None,,,Yardley,6.509947643979058
Nomad Pizza,$$,Pizza,Princeton North,Princeton,8.460545905707196
Night Shift Brewing - Lovejoy Wharf,$$,"American, Bar Food, Brewery",North End,Boston,8.460545905707196
Royal Treat,None,,Silver Lake Shores,Rehoboth Beach,8.452357320099257
Forest & Main Brewing Company,$$,Brewery,,Ambler,8.452357320099257
Lock 29 Mont Clare,None,,,Mont Clare,8.444168734491315
Traders 2,None,,,Sanibel,8.444168734491315
Railroad Street Bar & Grill,$$,American,Woodgate,Linfield,8.444168734491315
Lock29 Mont Clare,None,,,Mont Clare,8.444168734491315
The Migrant Kitchen,$$,"American, Cafe",Financial District,New York,8.427791563275434
Christopher's A Neighborhood Place,$$,American,South Wayne Historic District,Wayne,8.423697270471465
Bowman's Tavern,$$,"American, Gastropub, Pub",,New Hope,8.419602977667495
Ponzio's,$$,American,Ellisburg,Cherry Hill,8.419602977667495
Deacon's New South,None,"American, Southern",Downtown,Nashville,8.411414392059553
Paladar Latin Kitchen & Rum Bar,$$,Latin American,Shand Tract,King of Prussia,8.407320099255584
Steak & Main,$$,,,North East,8.403225806451612
Turning Point of Newtown,$$,,,Newtown,8.403225806451612
Hog's Breath Saloon,$$,,Bahama Village,Key West,8.403225806451612
3 Daughters Brewing,None,Brewery,,St. Petersburg,8.390942928039703
Sunshine Café,$,,,Royersford,8.390942928039703
Rebel Hill Brewing Company- 420 Taproom,None,Brewery,,Phoenixville,8.382754342431761
Other Half Brewing Domino Park,None,Brewery,South Williamsburg,New York,8.378660049627792
Chart House,$$$,,Center City,Philadelphia,8.378660049627792
Tiger Mama,$$$,Asian Fusion,West Fens,Boston,8.378660049627792
Buddakan,$$$$,Asian Fusion,Chelsea,New York,8.36637717121588
Del Frisco's Double Eagle Steakhouse,$$$$,Steakhouse,Center City West,Philadelphia,8.36637717121588
Old Homestead Steakhouse,$$$$,Steakhouse,Chelsea,New York,8.358188585607941
Jean-Georges Philadelphia,$$,American,Logan Square,Philadelphia,8.354094292803971
Green Parrot,$$,American,,Newtown,8.354094292803971
Fare,$$,American,Spring Garden,Philadelphia,8.34590570719603
Green Eggs Café,$$,American,,Philadelphia,8.34181141439206
Cafe Lift,$$,Cafe,Callowhill,Philadelphia,8.34181141439206
Puddlers Kitchen & Tap by Conshohocken Brewing Co.,$$,Brewery,,Bridgeport,8.333622828784119
Spring House Tavern,$$,,,Ambler,8.329528535980149
Nudy's East Side Cafe - Devon,$$,"Breakfast, Cafe",Shand Tract,Wayne,8.32543424317618
Casa Toro Mexican Grill,$$,Mexican,Center Valley,Coopersburg,8.32133995037221
Scooped by Demetres (CityPlace),None,,CityPlace,Toronto,8.317245657568238
Elephant & Castle,$$,,,Toronto,8.317245657568238
Sly Fox Brewhouse & Eatery,$$,,,Phoenixville,8.317245657568238
Kooma West Chester,$$,,,West Chester,8.304962779156327
Pag's Pub,$$,Pub,,Doylestown,8.304962779156327
Great American Pub Phoenixville,$$,Pub,,Phoenixville,8.296774193548387
Piggy's,$$,,,Lake Harmony,8.292679900744417
Pure Spirits,$$$,,,Toronto,8.288585607940448
Nautilus Pier 4,None,"Asian Fusion, Tapas",Seaport District,Boston,8.288585607940448
Coral Reef Restaurant,$$$,"Seafood, Vegetarian",,Orlando,8.288585607940448
Barbatella,$$$,Italian,Old Naples,Naples,8.276302729528537
Fujiyama,$$,,Halfway House,Pottstown,8.272208436724565
Blue Bell Inn,$$$,American,,Blue Bell,8.268114143920595
The Clocktower,$$$,"American, British",Flatiron District,New York,8.268114143920595
Jacob’s Pickles,None,American,Fulton Ferry District,New York,8.259925558312656
Trident Galley & Raw Bar,$$$,Seafood,North Weymouth,Hingham,8.255831265508686
Rebel Hill Brewing Company - Brewery on Bridge,None,Brewery,,Phoenixville,8.251736972704714
Lazy Flamingo,$$,Seafood,The Dunes,Sanibel,8.251736972704714
Liberty Union Bar & Grill,$$,,,Phoenixville,8.251736972704714
Nudy's Bridge Street Cafe,$$,,,Phoenixville,8.239454094292803
Higgins Crab House South,$$,,,Ocean City,8.239454094292803
Harvest Seasonal Grill - Moorestown,$$,,,Moorestown,8.239454094292803
The Crab Trap,$$,,Historic/Old Town,Somers Point,8.239454094292803
Fourth Street Shrimp Store,$$,,,St. Petersburg,8.223076923076924
Positano Coast by Aldo Lamberti,$$,Italian,Old City District,Philadelphia,8.223076923076924
Mission Taqueria,$$,Mexican,Center City West,Philadelphia,8.214888337468983
Cedar Point Bar & Kitchen,$$,,Fishtown,Philadelphia,8.210794044665013
Amma's South Indian Cuisine,$$,Indian,,Philadelphia,8.210794044665013
Victory Brewing Company Parkesburg,None,Brewery,,Parkesburg,8.202605459057072
Stokesay Castle & The Knight's Pub,$$,Pub,,Reading,8.198511166253102
Uncle B's Bar B Q,$$,,,Phoenixville,8.194416873449132
Villa Rosa Pizza & Restaurant,$$,Pizza,,Yardley,8.190322580645162
Shady Brook Farm,None,,,Yardley,8.190322580645162
Casapulla's Subs Rehoboth Beach,$$,,,Rehoboth Beach,8.182133995037221
Joe Coffee Company,$,Coffee Shop,Brooklyn Heights,New York,8.178039702233251
Nene’s Taqueria,$,"Delicatessen, Mexican, Taqueria",Bushwick,New York,8.178039702233251
Lombardi's Pizza,$$,"Italian, Pizza",Nolita,New York,8.16985111662531
Hyman's Seafood,$$,Seafood,French Quarter,Charleston,8.16985111662531
Time Out Market New York,$$,Food Court,Fulton Ferry District,New York,8.16166253101737
The Williamsburg Hotel,$$,American,Williamsburg,New York,8.16166253101737
The Shrimp Box & Outside The Box Patio Bar,$$,"Bar, Seafood",West Point Pleasant,Point Pleasant Beach,8.153473945409429
Geddy's,$$,Seafood,Bar Harbor,Bar Harbor,8.153473945409429
Shore St. Armands,$$,"American, Seafood",St. Armands,Sarasota,8.14528535980149
Wrap Shack,None,American,,Philadelphia,8.141191066997518
Second District Brewing,None,Brewery,,Philadelphia,8.141191066997518
Source Urban Brewery,None,Brewery,,Philadelphia,8.141191066997518
Sly Fox Taphouse at the Knitting Mills,None,"Bar, Pub",,Wyomissing,8.128908188585608
Sly Fox Brewing Company,None,Brewery,West Pottsgrove,Pottstown,8.128908188585608
Jukebox Cafe,$$,,Village Green,Boyertown,8.120719602977667
Moish and Itzy’s Restaurant & Delicatessen,$$,Delicatessen,,Langhorne,8.116625310173697
Call Your Mother – Georgetown,None,"Cafe, Delicatessen",Georgetown,Washington D.C.,8.112531017369728
Millburn Deli,None,"Delicatessen, Sandwiches",Cedar Knolls,Morristown,8.112531017369728
"Mamoun's Falafel - Greenwich Village, Manhattan, NY",$,Middle Eastern,South Village,New York,8.104342431761786
Village Square Pizza,$,Pizza,East Village,New York,8.104342431761786
Ribalta,$$,"Italian, Pizza",Greenwich Village,New York,8.104342431761786
Pizza Moto,$,Pizza,Red Hook,New York,8.104342431761786
Tony Roni's Pizza,$$,Pizza,Whitemarsh Green,Conshohocken,8.104342431761786
Flanigan's Boathouse,$$,,,Conshohocken,8.083870967741936
Bushels Crab House & Seafood,$$,Seafood,,Lewes,8.083870967741936
Bear Creek Mountain Resort,None,,,Macungie,8.075682382133994
Wawa Drive Thru,None,,,Morrisville,8.075682382133994
Workhorse Brewing Company,None,Brewery,,King of Prussia,8.067493796526055
"Tommy Bahama Restaurant, Bar & Store",$$$,"Caribbean, Seafood",St. Armands,Sarasota,8.063399503722085
The Southern Steak & Oyster,$$$,"Seafood, Steakhouse",Sobro,Nashville,8.059305210918115
Boucherie West Village,$$$,French,West Village,New York,8.055210918114144
East Hampton Grill,$$$,"American, Seafood, Steakhouse",Apaquogue,East Hampton,8.055210918114144
"black & blue steak and crab, Burlington Ma.",$$$,"American, Seafood, Steakhouse",Woods Corner,Burlington,8.047022332506204
Smith & Wollensky,$$$,"Seafood, Steakhouse",Downtown,Boston,8.047022332506204
Cock 'n Bull Restaurant,$$,,,Lahaska,8.038833746898263
Mac's On the Pier,$$,Seafood,South Wellfleet,Wellfleet,8.038833746898263
Knickerbocker Bagel,$$,Bagels,Bushwick,New York,8.030645161290323
Goldbergs Famous Bagels,$$,Bagels,Apaquogue,East Hampton,8.030645161290323
Hook & Barrel,$$$,Seafood,The Dunes,Myrtle Beach,8.022456575682382
Bostwick's Chowder House,$$,Seafood,Apaquogue,East Hampton,8.022456575682382
Tijuana Tacos,None,,,Quakertown,8.014267990074442
Nicola Pizza On the Avenue,$,Pizza,,Rehoboth Beach,6.5013089005235605
Monte's Trattoria,$$,Italian,South Village,New York,6.496989528795812
Jules Thin Crust,$$,,,Doylestown,6.496989528795812
Modern Pastry,$$,"Bakery, Italian",North End,Boston,6.488350785340314
Kpod,$$,"Asian, Japanese",,Philadelphia,6.484031413612565
sweetgreen,$$,"American, Healthy, National Chain, Salad, Vegetarian",,Ardmore,6.484031413612565
Gastronomy Restaurant,$$,"American, Japanese, Salad, Sushi",,Huntington Station,6.475392670157068
Thinking Cup,$$,"Cafe, Tea",Back Bay,Boston,6.471073298429319
Barking Crab Restaurant,$$,"American, New England, Seafood",D Street / West Broadway,Boston,6.471073298429319
St Tropez Soho,$$$,French,South Village,New York,6.4624345549738225
Grille 3501,$$$,,Rose Garden,Allentown,6.4624345549738225
Royal Boucherie,$$$,"American, French",Center City East,Philadelphia,6.4624345549738225
Eataly,$$$,Italian,Prudential / St. Botolph,Boston,6.449476439790576
The Surf Lodge,None,Seafood,,Montauk,6.445157068062827
Legal Sea Foods - Harborside,$$$,"American, New England, Seafood",Seaport District,Boston,6.445157068062827
Dead Freddies Island Grill,$$,,,Ocean City,6.43651832460733
Seacrets,$$,"American, Caribbean",North Ocean City,Ocean City,6.432198952879581
Brass Balls Saloon,$$,,Cape Isle of Wight,Ocean City,6.427879581151832
DRY 85 OC,None,,,Ocean City,6.423560209424084
de Lazy Lizard,$$,"Bar, Grill",,Ocean City,6.419240837696336
honeygrow,$$,,Shand Tract,King of Prussia,6.414921465968587
Buffalo Wild Wings,$$,,,King of Prussia,6.414921465968587
Randazzo's Pizzeria,None,Pizza,,Willow Grove,6.414921465968587
Pizzeria Vetri,$$,Pizza,,King of Prussia,6.401963350785341
Sedona Taphouse,$$,American,Wilmer,Phoenixville,6.401963350785341
Shake Shack,$$,"American, Burgers, Fast Food, National Chain, Seafood, Southern",Abrahams,King of Prussia,6.393324607329843
The Cheesecake Factory,$$,American,Abrahams,King of Prussia,6.393324607329843
Roman Delight of Fountainville,$$,Delicatessen,,Doylestown,6.384685863874346
Murray's Deli,$$,Delicatessen,Academyville,Bala Cynwyd,6.384685863874346
Bagel Barrel,$,,,Doylestown,6.376047120418848
The Analog Room,None,,,Phoenixville,6.371727748691099
Crab Shack Restaurant,$$,,,St. Petersburg,6.367408376963351
Banyan Cafe and Catering on Central,$,,,St. Petersburg,6.363089005235603
Stillwaters Tavern,$$,,Waterfront Arts District,St. Petersburg,6.358769633507854
Fresco's Waterfront Bistro,$$,,,St. Petersburg,6.358769633507854
Bagel Express,$,Bagels,Murray Hill,New York,6.350130890052356
Lucky's Famous Burgers,$,Burgers,Chelsea,New York,6.350130890052356
Bethany Boathouse,$$,,,Bethany Beach,6.350130890052356
Bobby's Burger Palace,$$,Burgers,,Montville,6.33717277486911
Ben & Jerry’s,$$,,,Cape May,6.332853403141361
Panera Bread,$$,,,Allentown,6.332853403141361
Grotto Pizza,$$,Pizza,,Rehoboth Beach,6.324214659685864
Separatist South Philly,None,,,Philadelphia,6.319895287958115
Nora's,$$,,,Oswego,6.319895287958115
Ben & Jerry’s,$$,,Back Bay,Boston,6.319895287958115
Zutto Japanese Ramen Sushi Bar,$$,"Japanese, Ramen, Sushi",Nolita,New York,6.3069371727748695
Lily Sushi Grill,$$,"Japanese, Sushi",West End Theatre District,Allentown,6.3069371727748695
Princeton Bar & Grill,$$,"American, Bar, Seafood",,Avalon,6.298298429319372
The Love.,$$$,American,,Philadelphia,6.293979057591623
Urban Farmer,$$$,"American, Steakhouse",Center City,Philadelphia,6.293979057591623
Fractured Prune Doughnut Shop,$,Donuts,North Ocean City,Ocean City,6.285340314136126
Penn steak and fries,None,,,Barto,6.285340314136126
White Dog Cafe,$$$,American,University City,Philadelphia,6.276701570680628
Westtown Amish Market,None,,,West Chester,6.276701570680628
Spataro's,None,"American, Cheesesteaks",Center City East,Philadelphia,6.2680628272251315
McCormick & Schmick's Seafood & Steaks,$$$,Seafood,Midtown Village,Philadelphia,6.2680628272251315
Slack's Hoagie Shack,$,,,Warrington,6.259424083769634
Insomnia Cookies CookieLab,None,Cookies,Passyunk Square,Philadelphia,6.255104712041885
Lucha Cartel,None,Tex-Mex,,Philadelphia,6.255104712041885
Flying Monkey Bakery,$,Bakery,Center City,Philadelphia,6.246465968586388
Bad Martha Farmers Brewery,None,Brewery,,Edgartown,6.242146596858639
Tim Hortons,$,,Finderne,Raritan,6.242146596858639
Zoto's Diner,$,,,Line Lexington,6.233507853403141
Borderline Cafe,$,,,Riegelsville,6.229188481675393
Mamoun's Falafel,$,Falafel,Princeton North,Princeton,6.224869109947644
HillTop Breakfast Lunch And Pizza,$,Pizza,,Sanatoga,6.224869109947644
Clinton Station Diner,$$,,,Clinton,6.216230366492146
GS Steamers Bar & Grill,$$,,,Oswego,6.216230366492146
Acropolis Greek Taverna - Ybor City,$$,,,Tampa,6.216230366492146
Barcade,$$,,Williamsburg,New York,8.01017369727047
Murray's Cheese,$$,Meat,South Village,New York,8.01017369727047
The Works at Wyomissing,$$,,,Wyomissing,6.203272251308901
Texas Roadhouse,$$,,,Wyomissing,6.203272251308901
Partners Coffee,$$,Coffee Shop,Williamsburg,New York,8.001985111662531
Bridge Inn Pleasantville,$$,,,Oley,7.997890818858561
OOKA Sushi . Bar . Hibachi Steak house,$$,"Hibachi, Japanese, Sushi",Holicong,Doylestown,7.997890818858561
Union Jack's Olde Congo Hotel,$$,,,Barto,7.98970223325062
Bethany Blues BBQ,$$,Barbecue,,Lewes,7.98560794044665
Grotto Pizza,$$,Pizza,,Lewes,7.9815136476426805
Grotto Pizza,$$,Pizza,,Milford,7.9815136476426805
Chef Alans Restaurant & Bar,$$,,,West Reading,7.973325062034739
Folino Estate,None,,,Kutztown,7.973325062034739
The Cheesecake Factory,$$,,,Willow Grove,7.9651364764268
Higgins Crab House North,$$,,,Ocean City,7.961042183622829
Hooper's Crab House & Sneaky Pete's,$$,,,Ocean City,6.194633507853403
Downtown Bakery,$,"Bakery, Mexican",East Village,New York,7.956947890818858
Thrasher's French Fries,$,American,Cape Isle of Wight,Ocean City,7.956947890818858
Joe's Crab Shack,$$,,,Clearwater,7.948759305210919
Casa Mexico,None,,South Philadelphia,Philadelphia,7.948759305210919
Arthur and Sons NY Italian,None,Italian,West Village,New York,7.940570719602977
Abe Fisher,$$$,Global,Center City West,Philadelphia,7.940570719602977
Scarpetta Philadelphia,$$$,Italian,Rittenhouse Square,Philadelphia,7.932382133995038
Charlie was a sinner.,$$$,Italian,Midtown Village,Philadelphia,7.928287841191067
Buddakan,$$$,Asian,Old City District,Philadelphia,7.924193548387096
Fork,$$$,American,Old City District,Philadelphia,7.920099255583127
Claudette,$$$,"French, Mediterranean",Greenwich Village,New York,7.920099255583127
Firepoint Grill,$$$,American,Winderly,Newtown Square,7.911910669975186
Durant's,$$$$,"Seafood, Steakhouse",Thompson Place,Phoenix,7.9078163771712155
The Summer House Restaurant,$$$$,American,Tom Nevers,Nantucket,7.9078163771712155
El Techo,None,Mexican,Center City West,Philadelphia,7.899627791563276
The Capital Grille,$$$$,"American, Seafood, Steakhouse",Midtown Village,Philadelphia,7.899627791563276
MEXiCUE,None,"Mexican, Taqueria",Logan Circle,Washington D.C.,7.899627791563276
Goldie,$$$,,Logan Square,Philadelphia,7.887344913151365
Middle Grounds Grill,$$$,,,Treasure Island,7.887344913151365
Bon Appetit Restaurant and Bar,$$$,,,Dunedin,7.879156327543424
Harp & Crown,$$$,"American, Bar Food",Center City West,Philadelphia,7.879156327543424
Moondog Cafe,$$,Cafe,,Key West,7.870967741935484
Ropewalk Ocean City,$$,Seafood,,Ocean City,7.866873449131514
Tavern on the Wharf,$$,American,Plymouth Bay Cultural District,Plymouth,7.8627791563275435
Big Fish Grill on the Riverfront,$$,,,Wilmington,7.858684863523573
Blue Giraffe Restaurant,$$,,,Sanibel,7.858684863523573
Papá Grande’s Coastal Taquería,$$,"Mexican, Taqueria",,Selbyville,7.858684863523573
Catch 54,$$,,,Selbyville,7.846401985111663
Hungry Ghost Coffee,None,Coffee Shop,Williamsburg,New York,7.842307692307692
Triumph Brewing Company,$$,"Beer, Brewery",Princeton North,Princeton,7.838213399503722
The Grey Dog,$$,American,Nolita,New York,7.838213399503722
Peaches Hot House,$$,"American, Southern",Bed-Stuy,New York,7.830024813895782
Evolution Craft Brewing Co. & Public House,$$,"Brewery, Pub",Suburban Acres,Salisbury,7.830024813895782
Torch & Crown Brewing Company,$$,"American, Brewery",South Village,New York,7.821836228287841
Rosemary's East,$$,"American, Italian",Peter Cooper Village,New York,7.821836228287841
Shake Shack Madison Square Park,$$,"American, Burgers",Flatiron District,New York,7.821836228287841
Firebirds Wood Fired Grill,$$,American,Regency Hills at Providence,Collegeville,7.80955334987593
Shorty's Sunflower Cafe,$$,American,Ringing Rock Gardens,Pottstown,7.80955334987593
Bethany Blues BBQ,$$,Barbecue,,Bethany Beach,7.801364764267991
Mesquito Grille,$$,"American, Barbecue, Bar Food",Holicong,Doylestown,7.801364764267991
Mahoney's Atlantic Bar & Grill,$$,,Orleans,Orleans,7.793176178660049
Seasons 52,$$,,,King of Prussia,7.793176178660049
Speck's Drive-In,$,,,Collegeville,7.78498759305211
Isaac's Restaurant - Wyomissing,$$,,,Wyomissing,7.78498759305211
Austin's Restaurant & Bar,$$,,,West Lawn,7.776799007444168
El Palacio Restaurant & Cafe,None,,West Ward,Easton,7.776799007444168
The Greene Turtle Sports Bar & Grille,$$,,,Aberdeen,7.776799007444168
Firebirds Wood Fired Grill,$$,,,North Wales,7.764516129032258
Choolaah,$$,,,King of Prussia,7.764516129032258
Manhattan Bagel,$,,,Feasterville-Trevose,7.756327543424318
Manhattan Bagel,$,,,Richboro,7.752233250620348
Giovanni’s 724 Pizza & Restaurant,$,Pizza,,Pottstown,7.748138957816377
Eliyahu's Yardley Pizza,$,Pizza,,Morrisville,7.748138957816377
SouthGate,$$,Korean,Rittenhouse Square,Philadelphia,7.739950372208437
North Third,$$,"American, Bar, Grill",Northern Liberties,Philadelphia,7.739950372208437
Marrakesh,$$,Moroccan,Southwark,Philadelphia,7.731761786600496
Amada,$$$,"Spanish, Tapas",Old City,Philadelphia,7.727667493796526
Red Owl Tavern,$$$,American,Center City East,Philadelphia,7.727667493796526
Thistle Lodge Beachfront Restaurant,$$$,,,Sanibel,7.727667493796526
Alma de Cuba,$$$,Cuban,Center City West,Philadelphia,7.7153846153846155
Stickman Brews Chester Springs,$$,,,Chester Springs,7.711290322580645
The Lobster Bar,$$,Seafood,Newport East,Newport,7.711290322580645
The Red Parrot Restaurant,$$,"American, Caribbean, Seafood",Newport East,Newport,7.711290322580645
Mystic Restaurant,$,,,North Wales,7.699007444168735
FringeArts,None,,,Philadelphia,7.699007444168735
Rowhome Coffee - Pine Street,None,Coffee Shop,Fitler Square,Philadelphia,7.690818858560794
Abyssinia,$,"African, Ethiopian, Seafood",,Philadelphia,7.690818858560794
Loco Pez,$$,Mexican,Graduate Hospital,Philadelphia,7.682630272952854
Carmen's Famous Cheesesteaks,$$,,Center City East,Philadelphia,7.682630272952854
Frankford Hall,$$,German,Fishtown,Philadelphia,7.674441687344913
Kanella Grill,$$,Mediterranean,Washington Square West,Philadelphia,7.6703473945409435
Johnny Brenda's,$$,American,Kensington,Philadelphia,7.6703473945409435
Newtown Brewing Company,None,Brewery,,Newtown,7.662158808933002
Zogg's Raw Bar & Grill,$$,,,Rehoboth Beach,7.658064516129032
Crab House,$$,,,Rehoboth Beach,7.658064516129032
Georgetown Cupcake,$$,Dessert,Georgetown,Washington D.C.,7.649875930521092
Russ & Daughters,$$,"Bagels, Delicatessen",Lower East Side,New York,7.649875930521092
Devoción,$$,Cafe,Williamsburg,New York,7.649875930521092
Denino's Greenwich Village,$$,"Italian, Pizza",South Village,New York,7.637593052109182
Modern Bread and Bagel,$$,"American, Bagels",Upper West Side,New York,7.637593052109182
Marcellino,$$,Italian,Nolita,New York,7.637593052109182
Brooklyn Bagel & Coffee Company,$$,"Bagels, Coffee Shop",Greenwich Village,New York,7.625310173697271
St Tropez West Village,$$,French,West Village,New York,7.621215880893301
Tosco's Pizza & Restaurant,$$,"American, Italian, Pizza",Palm,Pennsburg,7.61712158808933
Yankee Lobster,$$,"American, New England, Seafood",D Street / West Broadway,Boston,7.61712158808933
Taiyaki NYC - Boston,None,Ice Cream,Seaport District,Boston,7.61712158808933
Harleysville Hotel,None,,,Harleysville,7.60483870967742
The Dough Roller,$$,,,Ocean City,7.600744416873449
The Very Best Weiner Shop,$,,,Pottstown,7.596650124069479
Vincenzo's Ristorante,$$,Italian,,Douglassville,6.190314136125655
Harpoon Brewery,$,"Brewery, Drinks",D Street / West Broadway,Boston,7.592555831265509
Newtown Bagel,$,,,Newtown,7.592555831265509
Civera's Deli,$,Delicatessen,,Drexel Hill,7.592555831265509
Yocco's The Hot Dog King,$,,,Allentown,7.580272952853598
Vince & Friends,$,,,East Greenville,7.576178660049628
Revelation Beer Garden,None,,,Milton,7.576178660049628
Blank Street Coffee,None,Coffee Shop,East Village,New York,7.5679900744416875
Hamburger Joe’s,$,Burgers,,North Myrtle Beach,7.5679900744416875
Bagels-4-U,$,Bagels,Milltown,New Jersey,7.559801488833747
Ray’s,None,Bar,Bowery,New York,7.559801488833747
Joe's Pizza Broadway,$,Pizza,Midtown South,New York,7.551612903225807
Bagels On the Square,$,Bagels,South Village,New York,7.547518610421836
Royale,$,"American, Burgers",Alphabet City,New York,7.547518610421836
Kith Treats,$,Cafe,NoHo,New York,7.539330024813896
Belle Meade Historic Site & Winery,None,,Belle Meade Links,Nashville,7.535235732009926
Dryville Hotel,None,,,Mertztown,7.535235732009926
Ichiban,$$,,,Allentown,7.527047146401985
Baywood Clubhouse Restaurant,$$$,,,Millsboro,7.527047146401985
Grotto Pizza,$$,Pizza,,Millsboro,7.518858560794045
Mamajuana Cafe Huntington,None,,,Huntington Station,7.518858560794045
Sunrise Restaurant,None,,,Dewey Beach,7.510669975186104
Moby's,None,Italian,Apaquogue,East Hampton,7.506575682382135
Son'z Steakhouse,$$$,Steakhouse,,Lahaina,7.506575682382135
Caffe Aldo Lamberti,$$$,"Italian, Seafood",Erlton-Ellisburg,Cherry Hill,7.498387096774193
Terra at Eataly Boston,$$$,Italian,Back Bay,Boston,7.498387096774193
Farmhouse Tavern,$$,,,Doylestown,7.490198511166254
Oh Brother Philly,$$,"American, Steakhouse",Old City,Philadelphia,7.486104218362283
Chubby Cattle,$$,Chinese,Chinatown,Philadelphia,7.486104218362283
Old Homestead Steak House,$$$$,Steakhouse,,Atlantic City,7.477915632754343
East Bay Grille,$$,"Seafood, Steakhouse",Plymouth Bay Cultural District,Plymouth,7.477915632754343
Bistro on Bridge,$$,,,Phoenixville,7.469727047146402
Spuntino Wood Fired Pizzeria,$$,"Healthy, Pizza",Holicong,Doylestown,7.469727047146402
The Garden Bar at Puck,None,,,Doylestown,7.469727047146402
Bowers Hotel Incorporated,$$,,,Mertztown,7.469727047146402
Lobsterville Bar & Grille,$$,,,Oak Bluffs,7.453349875930521
Margaritas Mexican Restaurant,$$,Mexican,,Collegeville,7.449255583126551
Mainstay Independent Brewing Company,None,Brewery,,Philadelphia,7.449255583126551
El Vez,$$,Mexican,,Philadelphia,7.441066997518611
Dock Street Brewery South,None,Brewery,,Philadelphia,7.43697270471464
