Name,Price,Categories,Neighborhood,City,Rating
La Pescheria at Eataly Boston,$$,"Italian, New England, Seafood",Prudential / St. Botolph,Boston,5.326439790575916
Pick A Bagel,$,Bagels,Battery Park City,New York,5.31348167539267
Leon's Bagels,None,Bagels,South Village,New York,5.31348167539267
The Smith,$$,American,East Village,New York,5.3048429319371735
Coach's Steak & Hoagie House,$,,,Doylestown,5.300523560209424
MISSION BBQ,$$,Barbecue,,Plymouth Meeting,5.296204188481676
Zook's BBQ Barn,None,Barbecue,,Newtown,5.296204188481676
On The Border Mexican Grill & Cantina - Neshaminy Mall,$$,Mexican,,Bensalem,5.287565445026178
Planet Hollywood at Disney Springs™,$$,,,Lake Buena Vista,5.287565445026178
PrimoHoagies,$$,Sandwiches,Elmwood Terrace,Langhorne,5.278926701570681
Cheeky Monkey Brewing Co.,$,"American, Brewery, Mexican, Southern",West Fens,Boston,5.274607329842932
Strawberry Family Restaurant,$,American,Palm,Pennsburg,5.274607329842932
Hard Rock Cafe,$$,American,Florida Center,Orlando,5.265968586387435
The Smith,$$$,American,NoMad,New York,5.265968586387435
Cavaluzzo's Pasta Steak & Subs,$,,,Emmaus,5.257329842931938
Arena's Cafe,$,,,Rehoboth Beach,5.257329842931938
Monk's Cafe,$$,"Beer, Belgian, Brewery",Rittenhouse Square,Philadelphia,5.24869109947644
Thompson Island Brewing Company,$$,Brewery,Spring Lake,Rehoboth Beach,5.24869109947644
Rainforest Cafe Niagara Falls,$$$,,Falls View,Niagara Falls,5.240052356020943
Starkey's Funnel Cake Factory,None,,,Rehoboth Beach,5.235732984293194
Royal Farms,None,,,Rehoboth Beach,5.235732984293194
Luigi's Pizza Fresca,$,Pizza,Fairmount,Philadelphia,3.4
DMA Pizza,$,Pizza,,Reading,3.3829896907216495
Robin Hood Restaurant,$,,,Rehoboth Beach,3.365979381443299
Valley Forge Trattoria & Lounge,$$,,,Phoenixville,5.227094240837697
Crispino's Pizza,$$,Pizza,,West Islip,5.222774869109948
Original Dominick's Pizzeria Washington Crossing PA,$$,Pizza,,Washington Crossing,5.218455497382199
"Bob's Grill, Breakfast, Lunch & Dinner",None,Burgers,Historic/Old Town,Ocean City,5.218455497382199
Mel's Commonwealth Cafe,$$,,Cochituate,Wayland,5.2098167539267015
The Bonfire Restaurant,$$,,,Ocean City,5.2098167539267015
Grotto Pizza,$$,Pizza,,Middletown,5.201178010471205
Pizza Como & PC Pub,$$,"Pizza, Pub",,Pennsburg,5.201178010471205
Tequila Mockingbird,$$,,North Ocean City,Ocean City,5.192539267015707
Manco & Manco Pizza,$$,Pizza,Historic/Old Town,Ocean City,5.188219895287959
Ike's Famous Crabcakes,$$,,,Ocean City,5.188219895287959
Royal Farms,None,,,Ocean City,5.179581151832461
Royal Farms,None,,,Ocean City,5.179581151832461
Manco & Manco Pizza 12th Street,None,Pizza,Historic/Old Town,Ocean City,5.1709424083769635
Market Cafe & Catering,$$,,,Topton,5.166623036649215
La Fontana Della Citta,$$,Italian,,Philadelphia,5.162303664921466
Buca D'oro Ristorante,$$,Italian,Washington Square West,Philadelphia,5.162303664921466
Frank Pepe Pizzeria Napoletana,$$,"Italian, Pizza",Thompsonville,Newton,5.153664921465969
Windmill Family Restaurant,$,,,Morgantown,5.14934554973822
Five Guys,$$,,,Doylestown,5.145026178010472
PrimoHoagies,$$,,,Doylestown,5.140706806282723
Capri Pizza Restaurant & Bar,$$,Pizza,,Plumsteadville,5.136387434554974
Columbus General Store Deli & Grill Premium Catering,$,Delicatessen,Columbus,Mansfield,5.1320680628272255
Jersey Mike's Subs,$,,,Red Bank,5.1320680628272255
Sandwich Connection & Deli,$,"Delicatessen, Sandwiches",,Doylestown,5.1320680628272255
Melt Shop,$,,,King of Prussia,5.119109947643979
Dimitri's Pizza,$,Pizza,,Royersford,5.11479057591623
The M&M Sandwich and Pizza Shop,$,"Pizza, Sandwiches",,Oley,5.110471204188482
Scotty's Sandwich Shop,$,Sandwiches,,New Berlinville,5.110471204188482
Chick-fil-A,$,,,Royersford,5.110471204188482
Main Line Pizza Inc,$,Pizza,,Wayne,5.097513089005236
Oath Pizza - Suburban Square,$,Pizza,,Ardmore,5.097513089005236
Anthony's Pizza Of Skippack,$,Pizza,,Skippack,5.088874345549739
Freddy's Frozen Custard & Steakburgers,$,,,West Chester,5.08455497382199
New Haven Style Pizza,$,Pizza,,West Chester,5.080235602094241
Freddy's Frozen Custard & Steakburgers,$,,,Broomall,5.075916230366492
Manhattan Bagel,$,,,Lansdale,5.071596858638744
McDonald's,$,,,Lansdale,5.071596858638744
Wendy's,$,,,Lansdale,5.062958115183246
Freddy's Frozen Custard & Steakburgers,$,,,Lansdale,5.058638743455497
Wendy's,$,,,King of Prussia,5.054319371727749
Freedom Deli & Catering,$,Delicatessen,,King of Prussia,5.050000000000001
Chick-fil-A,$,,,King of Prussia,5.050000000000001
Chick-fil-A,$,,,King of Prussia,5.041361256544503
New Village Pizza and Grill,$,Pizza,,Warminster,5.037041884816754
Allegro Pizza and Grill,$,Pizza,University City,Philadelphia,5.037041884816754
Chick-fil-A,$,,South Philadelphia,Philadelphia,5.028403141361257
Gallagher's Country Tavern,$,,,Spring City,5.028403141361257
OCF Coffee House,$,Coffee Shop,Rittenhouse Square,Philadelphia,5.019764397905759
Olde Indian Valley Inn,$,Indian,,Souderton,5.019764397905759
Pudge's Steaks & Hoagies,$,,,Blue Bell,5.019764397905759
Lisa's Pizza & Restaurant,$,Pizza,,Telford,5.006806282722513
Catanzareti Pizza,$,Pizza,,Lambertville,5.006806282722513
Vincent's Pizzeria & Grill,$,Pizza,,Collegeville,4.9981675392670155
Panera Bread,$$,,,Collegeville,4.9981675392670155
Warminster West Diner,$,,,Warminster,4.989528795811519
2nd Story Brewing,None,Brewery,,Philadelphia,4.98520942408377
Lazaro's Pizza,None,Pizza,Rittenhouse Square,Philadelphia,4.98520942408377
Giuseppe’s Pizza & Family Restaurant,$$,Pizza,,Richboro,4.976570680628273
Nonna Giovanna's Pizzeria Ristorante,None,"Italian, Pizza",,Maple Glen,4.976570680628273
Grotto Pizza,$$,Pizza,White Creek,Bethany Beach,4.976570680628273
South Street Souvlaki,$$,,Society Hill,Philadelphia,4.963612565445026
Sal's Pizza & Steaks,$$,Pizza,,Warrington,4.9592931937172775
OCF Coffee House,$$,Coffee Shop,Spring Garden,Philadelphia,4.954973821989529
Chickie's & Pete's,$$,"American, Bar",Somerton,Philadelphia,4.954973821989529
Bahama Breeze,$$,,,Cherry Hill,4.946335078534032
The Cheesecake Factory,$$,,Kierland Commons,Scottsdale,4.942015706806282
Margaritaville Niagara Falls,$$,,Falls View,Niagara Falls,4.937696335078535
MISSION BBQ,$$,Barbecue,,Warminster,4.933376963350786
P.J. Whelihan's Pub + Restaurant - Horsham,$$,Pub,,Horsham,4.929057591623037
Tonelli's Pizza Pub,$$,"Pizza, Pub",,Horsham,4.929057591623037
OTTO,$$,Pizza,North Brookline,Brookline,4.9204188481675395
Black Horse Tavern,$,,,Eagleville,4.916099476439791
Bull Restaurant & Tavern,$,,,Montgomeryville,4.911780104712042
Bonefish Grill,$$,,,Fullerton,4.907460732984293
Giuseppe's Pizza,$$,Pizza,,Harleysville,4.903141361256544
Uncle Bill's Pancake House,$$,,,Wildwood,4.8988219895287965
Bonefish Grill,$$,,,North Wales,4.894502617801047
Trivet,$,,,Emmaus,4.890183246073299
Bonefish Grill,$$,,,King of Prussia,4.88586387434555
The Cultured Pearl Restaurant & Sushi Bar,$$$,"Japanese, Sushi",,Rehoboth Beach,4.8815445026178015
Sushi Land,$$,"Japanese, Sushi",Wynnewood House,Bryn Mawr,4.8815445026178015
Big Heads Holland,None,,,Southampton,4.872905759162304
The Keg Steakhouse + Bar,$$$,Steakhouse,,Niagara Falls,4.868586387434555
Fogo de Chão Brazilian Steakhouse,$$$,Steakhouse,,King of Prussia,4.864267015706806
Legal Sea Foods,$$$,,,King of Prussia,4.864267015706806
Devon Seafood Grill,$$$,"Seafood, Steakhouse",Rittenhouse Square,Philadelphia,4.855628272251309
Vitality Bowls - King of Prussia,$$,,,King of Prussia,4.85130890052356
Mama Venezia Pizza,$$,Pizza,Hicksville,Hicksville,4.85130890052356
Sushi & Sushi,$$,"Japanese, Sushi",,King of Prussia,4.8426701570680635
Five Guys,$$,,,King of Prussia,4.8426701570680635
Alessio's Seafood Grille,$$,Seafood,,Warrington,4.8426701570680635
Panera Bread,$$,,,King of Prussia,4.829712041884817
Chili's Grill & Bar,$$,"American, National Chain",,King of Prussia,4.825392670157068
The Old Salty Dog,$$,"American, Seafood",City Island,Sarasota,4.82107329842932
Boathouse Restaurant,$$,"American, Seafood, Steakhouse",Shawcrest,Wildwood,4.82107329842932
Pizza Mia,$$,Pizza,,Downingtown,4.82107329842932
Maggiano's Little Italy,$$,Italian,Abrahams,King of Prussia,4.808115183246073
Ferg's Sports Bar & Grill,$$,"Bar, Sports Bar",The Edge District,St. Petersburg,4.803795811518325
Plaza Azteca Mexican Restaurant · King Of Prussia,$$,Mexican,,King of Prussia,4.803795811518325
City Works,$$,"Bar, Sports Bar",Shand Tract,King of Prussia,4.795157068062828
bartaco,$$,"Latin American, Mexican, Taqueria",Abrahams,King of Prussia,4.795157068062828
Randazzo's Pizza,None,Pizza,,Jamison,4.78651832460733
Molly Maguire's Irish Restaurant & Pub,$$,Pub,,Phoenixville,4.782198952879582
Venezia Pizza,$$,Pizza,,Yardley,4.777879581151833
Nonna’s Pizzeria,None,Pizza,,Gilbertsville,4.773560209424084
Little Gio's Pizza Shop,$$,Pizza,,Gilbertsville,4.773560209424084
Chili's Grill & Bar,$$,,,Stowe,4.764921465968587
Washington Grille & Pub,$$,Pub,,Bechtelsville,4.760602094240838
Argento's Pizza-Family Restaurant,$,Pizza,,Boyertown,4.756282722513089
Shady Maple Smorgasbord,$$,Dutch,,East Earl,4.75196335078534
Tröegs Independent Brewing,None,"American, Brewery",Alpine Heights,Hershey,4.747643979057592
Bad Ass Cafe,None,,,Ocean City,4.747643979057592
Applebee's Grill + Bar,$$,,,Lansdale,4.739005235602095
Olly,None,,Queen Village,Philadelphia,4.734685863874346
SPIN Philadelphia,$$,,Rittenhouse Square,Philadelphia,4.734685863874346
Fishtown Pizza,$$,Pizza,Fishtown,Philadelphia,4.726047120418849
Applebee's Grill + Bar,$$,,,Norristown,4.7217277486911
Ron's Original Bar & Grille,$$,,,Exton,4.717408376963351
Hong Kong,None,,,Exton,4.717408376963351
On The Border Mexican Grill & Cantina - Exton,$$,Mexican,,Exton,4.7087696335078535
Saladworks,None,,,Exton,4.7087696335078535
Bistro 24 American Grille,$$,,,Exton,4.7087696335078535
Primos Hoagies Exton,$$,,,Exton,4.695811518324607
Ropewalk Restaurant - Chincoteague,$$,,,Chincoteague,4.691492146596859
Grotto Pizza,$$,Pizza,,Wilmington,4.68717277486911
Miller's Ale House,$$,,,Langhorne,4.68717277486911
Shake Shack Woodbury Commons,$$,Burgers,,Woodbury,4.68717277486911
Gianni's Pizzeria Red Bank,$$,Pizza,,Red Bank,4.674214659685864
Nemo's Pizza & Family Restaurant,None,Pizza,Townsends Inlet,Avalon,4.674214659685864
Sapori Italian Restaurant and Pizza,$$,"Italian, Pizza",,Perkasie,4.665575916230367
99 Restaurants,$$,American,Banks Square,Waltham,4.661256544502618
The Cheesecake Factory,$$,American,,South Huntington,4.661256544502618
DanDan Ardmore,$$,Szechuan,,Ardmore,4.652617801047121
Buffalo Wild Wings. Quakertown,$$,,,Quakertown,4.652617801047121
UNO Pizzeria & Grill,$$,Pizza,,Oaks,4.643979057591624
Panera Bread,$$,,,Levittown,4.643979057591624
Wood & Fire Neapolitan Style Pizza,None,Pizza,,Scarsdale,4.643979057591624
Rising Sun Inn,$$,,,Telford,4.631020942408377
The Bally Hotel,$$,,,Bally,4.626701570680629
Dave & Buster's,$$,,,Plymouth Meeting,4.62238219895288
Smokey Bones Reading,$$,,,Reading,4.62238219895288
Union & Finch,$$,Breakfast,West Walnut,Allentown,4.613743455497382
Chickie’s & Pete’s,$$,,Hamilton District,Allentown,4.613743455497382
Saladworks,$$,,,Wayne,4.605104712041885
Five Guys,$$,,,Wayne,4.605104712041885
Bertucci's Italian Restaurant,$$,Italian,,Wayne,4.596465968586388
First Watch,$$,,,Wayne,4.596465968586388
Collegeville Diner,$$,Diner,,Collegeville,4.587827225130891
Island Pizza Restaurant,$$,Pizza,,Sanibel,4.583507853403141
Pizza Como,$$,Pizza,,Hamburg,4.583507853403141
Panera Bread,$$,,,Doylestown,4.583507853403141
Houlihan's,$$,,,Hershey,4.570549738219896
Durango's Saloon,$$,,,Boyertown,4.570549738219896
Texas Roadhouse,$$,,,Florence,4.561910994764398
Magerks Pub & Grill Fort Washington,$$,Pub,,Fort Washington,4.561910994764398
Sushi Nami Wayne,$$,"Japanese, Sushi",West Wayne,Wayne,4.561910994764398
Great American Pub,$$,Pub,,Wayne,4.548952879581153
Paradise Pub,$$,Pub,,Millsboro,4.544633507853403
Delaney's Irish Pub And Grill,$$,Pub,Diamond Beach,Cape May,4.540314136125655
PJ Ryan's Pub,$$,Pub,,Phoenixville,4.540314136125655
Tommy's Burger And Dogs,None,Burgers,,Washington Crossing,4.540314136125655
Buffalo Wild Wings,$$,,,Glen Mills,4.540314136125655
Seaside Bar & Grill,None,,,Long Neck,4.540314136125655
Arena's Pub,None,Pub,,Rehoboth Beach,4.518717277486911
Great American Pub,$$,Pub,,Narberth,4.518717277486911
Jack Cassidy's Irish Pub,$$,Pub,,Pottstown,4.510078534031414
The Trappe Tavern,$$,,,Trappe,4.510078534031414
Boaters Grill Restaurant,$$,"Latin, Seafood",,Key Biscayne,4.501439790575916
"Kildares Irish Pub - West Chester, PA",$$,Pub,,West Chester,4.4971204188481675
The Social,$$,,,West Chester,4.4971204188481675
Bahama Breeze,$$,,,King of Prussia,4.48848167539267
Outback Steakhouse,$$,Steakhouse,,Fairless Hills,4.48848167539267
Peppers By Amedeo's Restaurant & Bar,$$,,,King of Prussia,4.48848167539267
Lindinger's Deli & Catering,$,Delicatessen,,North Wales,4.4755235602094245
Caitlyn & Cody's Diner & Restaurant,$,,,Quakertown,4.471204188481676
Quakertown Family Restaurant,$,,,Quakertown,4.471204188481676
Giuseppe Pizza & Family Restaurant,$,Pizza,,Willow Grove,4.462565445026178
Pizza Joe's Italian Restaurant,$,"Italian, Pizza",,Nazareth,4.462565445026178
Wendy's,$,,,Phoenixville,4.453926701570681
California Tortilla,$,Mexican,Wilmer,Phoenixville,4.453926701570681
Jersey Mike's Subs,$,,,West Chester,4.445287958115184
Hong Kong Restaurant,$,,,West Chester,4.445287958115184
McDonald's,$,,,Chalfont,4.445287958115184
Pina's Pizzeria,$,Pizza,,Chalfont,4.432329842931937
MOD Pizza,$,Pizza,,Wayne,4.428010471204189
Jules Thin Crust,$,,South Wayne Historic District,Wayne,4.42369109947644
Newtown Pizza,$,Pizza,,Newtown,4.4193717277486915
Movie Tavern Flourtown,None,,,Flourtown,4.415052356020943
3J's Food Market Northern Liberties,$,,Northern Liberties,Philadelphia,4.415052356020943
Morgan's Pier,$$,"Beer Garden, Pub",Old City,Philadelphia,4.406413612565445
The Twisted Tail,$$,"American, Barbecue, Southern",Society Hill,Philadelphia,4.402094240837696
Lucky's Last Chance- Manayunk,$$,"American, Pub",Roxborough-Manayunk,Philadelphia,4.402094240837696
Charley Dove,$$,Mediterranean,Rittenhouse Square,Philadelphia,4.393455497382199
Dan's Deli,$,Delicatessen,,Boyertown,4.389136125654451
Arena's Deli,$,"Bar Food, Delicatessen, Sandwiches",,Rehoboth Beach,4.384816753926701
CD's Place,$,,,Boyertown,4.3804973821989535
District Taco,$,,,King of Prussia,4.3804973821989535
The Habit Burger Grill,$,Burgers,,King of Prussia,4.3804973821989535
Mario's Pizza,$,Pizza,,Boyertown,4.367539267015707
Friendly's,$,,,Reading,4.363219895287958
Saville's Diner,$,,,Boyertown,4.35890052356021
Exeter Family Restaurant,$,,,Reading,4.354581151832461
Chick-fil-A,$,"American, Chicken, Diner, Fast Food, Fried Chicken, National Chain, Southern",,Malvern,4.350261780104712
Santina's Kitchen,$,,,Stowe,4.345942408376963
Airport Diner,$,,,Kutztown,4.3416230366492155
Cheers' American Bistro,None,,,Reading,4.3416230366492155
Candlewyck,$,,,Doylestown,4.332984293193718
Giovanni's on State,$,,,Doylestown,4.332984293193718
Notch Modern Kitchen & Bar,None,,Trexler Estates,Allentown,4.32434554973822
Charlie K's Pizza,None,Pizza,West Park,Allentown,4.32434554973822
Hamilton Family Restaurant,$,,,Allentown,4.315706806282723
Mount Penn Family Restaurant,$,,,Reading,4.311387434554974
Master Wok,None,,,Willow Grove,4.307068062827225
Quiznos,$,,,Newark,4.307068062827225
Spring Mt Hotel,None,,,Schwenksville,4.298429319371728
Original Dominick's Pizza,$,Pizza,,Richboro,4.29410994764398
The Black Horse Tavern,$,,,Plymouth Meeting,4.28979057591623
Little Italia Pizzeria,$,Pizza,,Wyomissing,4.285471204188482
New York Bagels & Deli,$,"Bagels, Delicatessen",,Easton,4.281151832460733
Goldilox Bagels,$,Bagels,West Somerville,Medford,4.281151832460733
Dunkin' Donuts,$,,,Lexington,4.272513089005235
Dunkin' Donuts,$,,,Lexington,4.268193717277487
Capriotti's Sandwich Shop,$,Sandwiches,,West Chester,4.2638743455497385
Pizza West Chester,None,Pizza,,West Chester,4.2638743455497385
Sam's Pizza Island,$,Pizza,,West Chester,4.255235602094241
Lorenzo and Sons Pizza | West Chester,$,Pizza,,West Chester,4.250916230366492
Weavers Way Co-op,None,,,Ambler,4.246596858638744
Bravo Pizza of Concord,$,Pizza,,Glen Mills,4.242277486910995
Main Street Pizzeria & Grille,$,Pizza,,Horsham,4.237958115183247
Friendly's,$,,,Horsham,4.233638743455497
Wendy's,$,,,Paoli,4.229319371727749
Royal Farms,None,,,Fenwick Island,4.225
The American Diner,$,,,West Reading,4.220680628272252
Americana Diner,$,American,Village Green,Bechtelsville,4.216361256544503
Mayflower Spring City,$,,,Spring City,4.216361256544503
Sal's Pizza Style,$,Pizza,,Birdsboro,4.2077225130890055
Olive Garden Italian Restaurant,$$,Italian,Bustleton,Philadelphia,4.203403141361257
Kona Island,None,,,Orlando,4.199083769633508
Lorenzo And Sons Pizza,None,Pizza,South Philadelphia East,Philadelphia,4.199083769633508
Ohana,$$$,"American, Hawaiian",,Orlando,4.190445026178011
Shake Shack,$$,,South Philadelphia East,Philadelphia,4.186125654450262
Campo’s,None,,South Philadelphia East,Philadelphia,4.186125654450262
La Colombe Coffee Roasters,$$,Coffee Shop,Center City East,Philadelphia,4.177486910994764
Spice 28,$$,"Asian, Chinese, Thai",Midtown Village,Philadelphia,4.173167539267016
Marathon Grill,$$,American,Center City West,Philadelphia,4.173167539267016
Spread Bagelry,$$,Salad,University City,Philadelphia,4.164528795811519
Bagels and Co.,None,Bagels,Northern Liberties,Philadelphia,3.3489690721649485
Cask 'n Flagon,$$,American,West Fens,Boston,3.3489690721649485
Del Frisco's Double Eagle Steakhouse,$$$$,"American, Steakhouse",Seaport District,Boston,3.314948453608247
Noble Rice,$$,,Channel District,Tampa,4.16020942408377
Shake Shack KOP (Inside Mall - Foodcourt),$$,Burgers,,King of Prussia,4.16020942408377
Naked Farmer,$$,,Downtown,Tampa,4.16020942408377
Canal Street Grille,$$,Mediterranean,,Yardley,4.147251308900524
Iron Hill Brewery & Restaurant,$$,Brewery,,Phoenixville,4.142931937172776
Motorworks Brewing,$$,Brewery,,Bradenton,4.142931937172776
Bella Italia Pizza,$$,Pizza,,Ardmore,4.134293193717278
La Piazza at Eataly,None,Italian,Prudential / St. Botolph,Boston,4.134293193717278
Tatte Bakery & Cafe,$$,"American, Bakery, Mediterranean",Back Bay,Boston,4.125654450261781
Lulu's Allston,$$,"American, Southern",Allston,Boston,4.125654450261781
Carlucci’s Grill,$$,,,Yardley,4.117015706806283
Outback Steakhouse,$$,Steakhouse,,King of Prussia,4.117015706806283
Hawkers Asian Street Food,$$,"Asian Fusion, Street Food",The Edge District,St. Petersburg,4.108376963350786
Bonefish Grill,$$,,,Langhorne,4.104057591623037
Perkins Restaurant & Bakery,$$,,,Doylestown,4.104057591623037
The Grey Dog,$$,"American, Sandwiches",Greenwich Village,New York,4.095418848167539
Iron Hill Brewery & Restaurant,$$,"American, Bar Food, Brewery",,Newtown,4.095418848167539
Dudley's,$$,"American, Australian, Cafe",Lower East Side,New York,4.086780104712043
Ford's Garage,$$,"American, Bar, Grill",Waterfront Arts District,St. Petersburg,4.082460732984293
La Dolce Vita Pizzeria,$$,Pizza,,Medford,4.078141361256545
PrimoHoagies,$$,,,Medford,4.078141361256545
La Bella Pizza,$$,Pizza,,Medford,4.069502617801048
Select Pizza | Grill,$$,Pizza,,Warrington,4.069502617801048
Claymont Steak Shop,$$,,,Wilmington,4.069502617801048
Doc's Irish Pub,$$,Pub,,Gilbertsville,4.069502617801048
Tony's Pizza,$$,Pizza,,Ocean City,4.0522251308900525
JiLLy’s French Fry Factory,None,,,Ocean City,4.0522251308900525
Irish Eyes Pub & Restaurant,$$,Pub,,Lewes,4.043586387434555
Sea Dog Brewing Co.,$$,"American, Bar Food, Beer, Brewery, Sandwiches, Seafood",,Treasure Island,4.043586387434555
Olive Garden Italian Restaurant,$$,Italian,,North Wales,4.0349476439790575
Mel's Diner - Fort Myers,$$,,,Fort Myers,4.0349476439790575
Phillips Seafood,$$,Seafood,Inner Harbor,Baltimore,4.02630890052356
Quattro,$$,"Italian, Pizza",North End,Boston,4.021989528795812
White Horse Tavern,$$,,,Harpers Ferry,4.021989528795812
Pizza Vita,$$,Pizza,Woodland Park,Summit,4.021989528795812
Valentino's of Kutztown,$$,,,Kutztown,4.009031413612566
The Oyster Bar,$$,,Central Arts District,St. Petersburg,4.004712041884817
Rosa Mexicano,$$,Mexican,D Street / West Broadway,Boston,4.000392670157068
The Keg Steakhouse + Bar - King West,$$$,Steakhouse,Wellington Place,Toronto,4.000392670157068
Angelo's Pizza,$$,Pizza,,Ocean City,3.991753926701571
Micky Fins Bar & Grill,$$,"Bar, Grill, Seafood",,Ocean City,3.9874345549738224
Captain's Table Restaurant and Bar,$$,,,Ocean City,3.9874345549738224
Pizza Tugos,$$,Pizza,,Ocean City,3.978795811518325
Big Wave Burritos,$,,,Cape May,3.974476439790576
Dunkin' Donuts,$,,,Warrington,3.9701570680628273
Chick-fil-A,$,,,Warrington,3.9701570680628273
HG Coal Fired Pizza (Warrington Pizza),$,Pizza,,Warrington,3.96151832460733
Mike's Brick Oven Pizza,$,Pizza,,Pottstown,3.9571989528795815
Rocco's Pizza,$,Pizza,,Exton,3.9528795811518327
Mamma's Delight Pizza Restaurant,$,"Delicatessen, Pizza",,Kutztown,3.948560209424084
Kutztown University: Cub Cafe,None,,,Kutztown,3.944240837696335
QuickChek,None,,,West Amwell Township,3.944240837696335
Bagel Train,$,,,Yardley,3.935602094240838
Belle Meade Meat & Three,None,,,Nashville,3.935602094240838
Royal Farms,None,,,Millsboro,3.935602094240838
Long Neck Diner,$,,,Millsboro,3.9226439790575918
Crab Barn Restaurant and Lounge,None,,,Millsboro,3.9226439790575918
Ocean Grill Longneck,$,,,Millsboro,3.9140052356020947
Barry's Steaks & Hoagies,$,,,Philadelphia,3.909685863874346
Lorenzo and Sons Pizza,$,Pizza,Southwark,Philadelphia,3.909685863874346
Chubby's Steaks,$,Cheesesteaks,Roxborough-Manayunk,Philadelphia,3.9010471204188484
Seasons Pizza,$,Pizza,,Newark,3.8967277486910996
Royal Farms,None,,,Downingtown,3.8967277486910996
Chick-fil-A,$,,,Downingtown,3.8880890052356025
Wawa Store,$,,Pennsport,Philadelphia,3.8837696335078538
Banana Leaf: Malaysian Cuisine,$,"Japanese, Malaysian, Sushi",Chinatown,Philadelphia,3.8837696335078538
Tim Hortons,$,,Downtown Yonge,Toronto,3.8751308900523562
Tim Hortons,$,,Financial District,Toronto,3.8751308900523562
Friendly's,$,,,Langhorne,3.8664921465968587
Tim Hortons,$,,Willowdale,Toronto,3.8664921465968587
Luke's Lobster Rittenhouse,$$,Seafood,French Quarter,Philadelphia,3.8578534031413616
Insomnia Cookies,$$,Cookies,Midtown Village,Philadelphia,3.8578534031413616
Fat Salmon Sushi,$$,Sushi,Center City East,Philadelphia,3.8578534031413616
Dave & Buster's,$$,,,Philadelphia,3.2979381443298967
Olive Garden Italian Restaurant,$$,Italian,,Collegeville,3.8448952879581153
"Oak & Stone Saint Petersburg, Florida 33701",$$,Pizza,,St. Petersburg,3.8405759162303665
Dairy Queen Grill & Chill,$,,,Sanibel,3.836256544502618
The Grille at the Sands,None,,,Rehoboth Beach,3.2809278350515463
Cooter Brown's Twisted Southern Kitchen and Bourbon Bar,$$,,,Rehoboth Beach,3.263917525773196
Obie's By the Sea,$$,,,Rehoboth Beach,3.2469072164948454
Whiskey Jacks,None,,,Rehoboth Beach,3.229896907216495
Rehoboth Diner,$,,,Rehoboth Beach,3.2128865979381445
Queen Cuisine Chinese Restaurant,$,Chinese,,Chadds Ford,3.2128865979381445
Crystal Restaurant,$,,,Rehoboth Beach,3.178865979381443
Olive Garden Italian Restaurant,$$,Italian,,Wyomissing,3.8319371727748694
Christines Creekside Inn,$$,,,Birdsboro,3.8276178010471207
Ardmore Station Cafe,$,Cafe,Wynnewood House,Ardmore,6.745037220843672
Showfish,None,Seafood,,Montauk,6.740942928039702
Saladworks,None,,,Pottstown,3.823298429319372
Fogo de Chão Brazilian Steakhouse,$$$,"Brazilian, Steakhouse",Midtown Village,Philadelphia,6.736848635235733
Coach Grill,$$$,"New England, Steakhouse",Silver Hill,Wayland,6.736848635235733
Vic Sushi Bar,$$,"Japanese, Sushi",,Philadelphia,6.728660049627791
Butler,$$,Cafe,Fulton Ferry District,New York,6.7245657568238215
Fat Black Pussycat,$,,South Village,New York,6.720471464019852
Essen Bakery,$,Bakery,Passyunk Square,Philadelphia,6.716377171215881
P.J. Clarke's,$$,American,Midtown East,New York,6.71228287841191
DORADO Tacos & Quesadillas,$,"Mexican, Salad",Greenwich Village,New York,6.708188585607941
Burrito Box,$,"American, Mexican, Southwestern, Taqueria",Hell's Kitchen,New York,6.704094292803971
Nauti Goose Restaurant,$$,,,North East,3.818979057591623
Big Woody's Sports Bar & Restaurant,$$,,,Emmaus,3.814659685863875
Tornetta's Pizzeria,$$,Pizza,,Pottstown,3.814659685863875
Pizza L'Oven,None,Pizza,,Exeter,3.8060209424083773
Schnapper's Hots,$$,,,Sanibel,3.8017015706806285
Saladworks,$$,,,Lansdale,3.7973821989528798
Giuseppe's Pizza & Family,$$,Pizza,,Lansdale,3.7973821989528798
Creekside Sports Bar & Grille,$$,,,Royersford,3.7887434554973827
Sanibel Fresh,$$,,The Dunes,Sanibel,3.7887434554973827
The Local Kitchen & Drinks,$$,American,Sudbury Center Historic District,Wayland,3.7887434554973827
Sushi Nami Paoli,$$,"Japanese, Sushi",,Paoli,3.7887434554973827
Chickie's and Pete's Express,None,,,Allentown,3.7714659685863876
OTTO,$$,Pizza,North Brookline,Boston,3.1618556701030927
Little Italy Pizzeria,$$,Pizza,,Pottstown,3.767146596858639
Jerry's Foods,None,,,Sanibel,3.767146596858639
Caffè Nero,$$,Cafe,Downtown Crossing,Boston,3.144845360824742
The Starboard,$$,"Bar, Grill",Anne Acres,Dewey Beach,3.7585078534031418
Poppies Delight,$$,Delicatessen,,Gilbertsville,3.144845360824742
75 on Liberty Wharf,$$$,"American, New England, Seafood",D Street / West Broadway,Boston,3.1108247422680413
Kings Dining & Entertainment,$$,"American, Bar Food",Seaport District,Boston,3.093814432989691
Captain Bill Buntings Angler Restaurant & Boat,None,"American, Bar, Seafood",,Ocean City,3.07680412371134
Panda Garden,$$,,,Boyertown,3.0597938144329895
